Date,F,Mkt-RF,SMB,HML,RF,F_RF
1991-11,-0.11526970721645002,-0.04190000000000001,-0.005,-0.018799999999999997,0.0039000000000000003,-0.11916970721645002
1991-12,0.17193054526639795,0.1084,-0.022400000000000003,-0.0418,0.0038,0.16813054526639795
1992-01,0.11876905337600308,-0.0059,0.08460000000000001,0.047,0.0034000000000000002,0.11536905337600308
1992-02,0.20488885167763105,0.0109,0.0087,0.0647,0.0028000000000000004,0.20208885167763105
1992-03,0.044247322509515685,-0.026600000000000002,-0.0104,0.0355,0.0034000000000000002,0.040847322509515685
1992-04,0.2100529434263847,0.010700000000000001,-0.060599999999999994,0.0432,0.0032,0.2068529434263847
1992-05,-0.022049136655246993,0.003,0.0040999999999999995,0.011899999999999999,0.0028000000000000004,-0.024849136655246993
1992-06,0.033795950125045326,-0.023399999999999997,-0.030699999999999998,0.0325,0.0032,0.030595950125045325
1992-07,0.02021400249384575,0.0377,-0.0051,-0.0055000000000000005,0.0031,0.017114002493845752
1992-08,-0.10931408063688663,-0.023799999999999998,-0.0014000000000000002,-0.0108,0.0026,-0.11191408063688664
1992-09,-0.03064385748606835,0.011899999999999999,0.0049,-0.0023,0.0026,-0.03324385748606835
1992-10,-0.05238448396591877,0.0102,0.021,-0.019799999999999998,0.0023,-0.05468448396591877
1992-11,0.1506487150843938,0.041299999999999996,0.0379,-0.014199999999999999,0.0023,0.14834871508439382
1992-12,0.020847639696375264,0.015300000000000001,0.0167,0.0265,0.0028000000000000004,0.018047639696375264
1993-01,0.09845584840355492,0.009300000000000001,0.018500000000000003,0.059500000000000004,0.0023,0.09615584840355493
1993-02,-0.0054387258793384685,0.0012,-0.0349,0.0644,0.0022,-0.007638725879338469
1993-03,0.1335020406084726,0.023,0.0023,0.011899999999999999,0.0025,0.1310020406084726
1993-04,0.07295748889399856,-0.0305,-0.0068000000000000005,0.0248,0.0024,0.07055748889399856
1993-05,-0.05023637367011169,0.028900000000000002,0.0208,-0.035,0.0022,-0.05243637367011169
1993-06,0.004815794438592036,0.0031,-0.0026,0.027200000000000002,0.0025,0.002315794438592036
1993-07,0.028859314293651295,-0.0034000000000000002,0.009000000000000001,0.0282,0.0024,0.026459314293651295
1993-08,-0.03554459237812935,0.0371,0.0014000000000000002,0.0014000000000000002,0.0025,-0.03804459237812935
1993-09,0.0859956807597575,-0.0012,0.0298,-0.0034999999999999996,0.0026,0.08339568075975749
1993-10,0.13891895780360053,0.0141,0.0203,-0.0278,0.0022,0.13671895780360052
1993-11,-0.018180479898393997,-0.0189,-0.0113,-0.0066,0.0025,-0.020680479898393996
1993-12,0.06172479013663401,0.0165,0.012,0.0027,0.0023,0.059424790136634015
1994-01,0.054203264578179144,0.0287,0.0051,0.0128,0.0025,0.05170326457817914
1994-02,-0.07277187154821851,-0.0255,0.027999999999999997,-0.015600000000000001,0.0021,-0.07487187154821852
1994-03,-0.054317353021059,-0.0478,-0.011399999999999999,0.0155,0.0027,-0.057017353021059
1994-04,0.01306473017846388,0.0068000000000000005,-0.0092,0.0166,0.0027,0.010364730178463878
1994-05,-0.01070058072702218,0.0058,-0.0212,0.006999999999999999,0.0031,-0.01380058072702218
1994-06,0.02166872370003947,-0.030299999999999997,-0.004,0.0167,0.0031,0.018568723700039473
1994-07,0.099829459300391,0.0282,-0.0176,0.005699999999999999,0.0028000000000000004,0.097029459300391
1994-08,-0.0823616841089132,0.0401,0.0143,-0.025,0.0037,-0.0860616841089132
1994-09,-0.05125852442351286,-0.0231,0.0311,-0.0184,0.0037,-0.054958524423512865
1994-10,0.0880160580931384,0.0134,-0.0226,-0.0163,0.0038,0.0842160580931384
1994-11,-0.08052879789574996,-0.0404,0.0031,-0.0073,0.0037,-0.08422879789574995
1994-12,0.02758556062633377,0.0086,0.0019,-0.0009,0.0044,0.02318556062633377
1995-01,-0.07976344681037606,0.018000000000000002,-0.0344,0.025099999999999997,0.0042,-0.08396344681037606
1995-02,0.03462113853657445,0.0363,-0.0066,0.0109,0.004,0.030621138536574447
1995-03,0.02873619076795242,0.0219,-0.0021,-0.0208,0.0046,0.02413619076795242
1995-04,0.02748463586866201,0.021099999999999997,-0.0049,0.017,0.0044,0.02308463586866201
1995-05,0.07829555157544577,0.028999999999999998,-0.0252,0.0227,0.0054,0.07289555157544576
1995-06,0.017139849590533496,0.027200000000000002,0.0315,-0.0254,0.004699999999999999,0.012439849590533496
1995-07,-0.008709577762802567,0.037200000000000004,0.0206,-0.0159,0.0045000000000000005,-0.013209577762802568
1995-08,0.06028634725066051,0.0055000000000000005,0.013600000000000001,0.0281,0.004699999999999999,0.055586347250660514
1995-09,0.012207262327356139,0.0335,-0.022000000000000002,-0.0005,0.0043,0.007907262327356139
1995-10,-0.05892039861446441,-0.0152,-0.038,-0.0051,0.004699999999999999,-0.0636203986144644
1995-11,-0.01735144146874279,0.039599999999999996,-0.0111,0.0058,0.0042,-0.02155144146874279
1995-12,0.02211572903211856,0.0103,0.0072,0.0018,0.0049,0.017215729032118557
1996-01,0.04122364073117546,0.0226,-0.0273,0.004,0.0043,0.03692364073117546
1996-02,0.05935048538512433,0.013300000000000001,0.0178,-0.010700000000000001,0.0039000000000000003,0.05545048538512433
1996-03,0.09996033243061486,0.0073,0.0151,0.0036,0.0039000000000000003,0.09606033243061486
1996-04,0.06015258288054648,0.0206,0.052199999999999996,-0.0405,0.0046,0.05555258288054648
1996-05,0.017484590621355434,0.0236,0.0318,-0.0089,0.0042,0.013284590621355435
1996-06,-0.1130501243681763,-0.011399999999999999,-0.039900000000000005,0.023799999999999998,0.004,-0.1170501243681763
1996-07,0.019051889853292092,-0.059699999999999996,-0.0431,0.051399999999999994,0.0045000000000000005,0.014551889853292092
1996-08,0.034782597739234644,0.0277,0.0246,-0.0074,0.0040999999999999995,0.030682597739234645
1996-09,-0.06715320334770603,0.0501,-0.0098,-0.027000000000000003,0.0044,-0.07155320334770603
1996-10,0.019750258896080286,0.0086,-0.0444,0.049400000000000006,0.0042,0.015550258896080287
1996-11,0.04796538918803339,0.0625,-0.0405,0.0139,0.0040999999999999995,0.04386538918803339
1996-12,-0.015232064315264249,-0.017,0.0317,0.0132,0.0046,-0.01983206431526425
1997-01,0.014634641711511298,0.049800000000000004,-0.019299999999999998,-0.0146,0.0045000000000000005,0.010134641711511298
1997-02,0.023291342488183764,-0.0049,-0.032,0.056900000000000006,0.0039000000000000003,0.019391342488183763
1997-03,-0.045597592279285726,-0.050199999999999995,-0.0034999999999999996,0.034,0.0043,-0.049897592279285724
1997-04,0.128653709477492,0.0404,-0.057800000000000004,0.0007000000000000001,0.0043,0.124353709477492
1997-05,0.07909386205219682,0.0674,0.0519,-0.0412,0.0049,0.07419386205219682
1997-06,0.013368233609952318,0.040999999999999995,0.0124,0.0159,0.0037,0.009668233609952318
1997-07,0.09301625253942958,0.0733,-0.0273,0.0029,0.0043,0.08871625253942958
1997-08,0.052020394150831706,-0.0415,0.0731,0.012,0.0040999999999999995,0.047920394150831706
1997-09,0.04950629528088757,0.0535,0.0253,0.0038,0.0044,0.04510629528088757
1997-10,-0.01743602920105558,-0.038,-0.0077,0.0225,0.0042,-0.02163602920105558
1997-11,-0.015826513461933533,0.0298,-0.0513,0.011899999999999999,0.0039000000000000003,-0.019726513461933534
1997-12,0.1294510373265949,0.0132,-0.024700000000000003,0.038599999999999995,0.0048,0.12465103732659491
1998-01,0.06422206735316482,0.0015,-0.0106,-0.0159,0.0043,0.059922067353164826
1998-02,0.1090941198553892,0.0704,0.0034000000000000002,-0.0085,0.0039000000000000003,0.10519411985538919
1998-03,0.14586296504867913,0.047599999999999996,-0.0111,0.0141,0.0039000000000000003,0.14196296504867914
1998-04,0.07783831025498,0.0073,0.0002,0.009000000000000001,0.0043,0.07353831025498
1998-05,0.1323315093580637,-0.030699999999999998,-0.0335,0.034,0.004,0.1283315093580637
1998-06,0.13735817517983695,0.0318,-0.0323,-0.0196,0.0040999999999999995,0.13325817517983696
1998-07,-0.02672638399603522,-0.0246,-0.049100000000000005,-0.0176,0.004,-0.03072638399603522
1998-08,-0.21713404972159556,-0.16079999999999997,-0.056799999999999996,0.036000000000000004,0.0043,-0.22143404972159555
1998-09,0.053250453469869896,0.061500000000000006,0.001,-0.0337,0.0046,0.048650453469869896
1998-10,0.16524504514591642,0.0713,-0.031200000000000002,-0.0229,0.0032,0.16204504514591642
1998-11,0.015012321904327441,0.061,0.012,-0.0323,0.0031,0.011912321904327441
1998-12,0.06581560951271737,0.0616,-0.0051,-0.0418,0.0038,0.06201560951271737
1999-01,0.05504358763513495,0.035,0.0078000000000000005,-0.0462,0.0034999999999999996,0.051543587635134946
1999-02,-0.03460380705331356,-0.0408,-0.060599999999999994,0.018799999999999997,0.0034999999999999996,-0.038103807053313565
1999-03,-0.04425368346484926,0.0345,-0.0377,-0.0277,0.0043,-0.04855368346484926
1999-04,0.13637410674935668,0.0433,0.0395,0.0241,0.0037,0.13267410674935667
1999-05,-0.10655817778822341,-0.0246,0.0337,0.023,0.0034000000000000002,-0.10995817778822341
1999-06,-0.01202365790883586,0.04769999999999999,0.031400000000000004,-0.0326,0.004,-0.01602365790883586
1999-07,-0.13286674046187275,-0.0349,0.026000000000000002,-0.0042,0.0038,-0.13666674046187274
1999-08,0.07475722522955719,-0.0138,-0.009399999999999999,-0.0184,0.0039000000000000003,0.07085722522955719
1999-09,-0.03598626792329607,-0.0279,0.0344,-0.0348,0.0039000000000000003,-0.03988626792329607
1999-10,0.10276936980662343,0.061200000000000004,-0.0661,-0.0337,0.0039000000000000003,0.09886936980662343
1999-11,-0.07972263578085914,0.0337,0.0722,-0.0616,0.0036,-0.08332263578085915
1999-12,0.055701250896857735,0.07719999999999999,0.0699,-0.0832,0.0044,0.051301250896857734
2000-01,-0.05698180505492989,-0.047400000000000005,0.0579,-0.0189,0.0040999999999999995,-0.06108180505492989
2000-02,-0.16334106784214764,0.0245,0.2148,-0.0981,0.0043,-0.16764106784214763
2000-03,0.1036069396166921,0.052000000000000005,-0.1729,0.0823,0.004699999999999999,0.0989069396166921
2000-04,0.2031801613965638,-0.064,-0.0663,0.0725,0.0046,0.19858016139656381
2000-05,-0.11297253518910233,-0.044199999999999996,-0.0611,0.0483,0.005,-0.11797253518910233
2000-06,-0.07826276118567066,0.0464,0.128,-0.08410000000000001,0.004,-0.08226276118567066
2000-07,0.09441282589332878,-0.025099999999999997,-0.0308,0.0833,0.0048,0.08961282589332878
2000-08,-0.18182093017909318,0.0703,-0.0063,-0.0137,0.005,-0.18682093017909318
2000-09,0.04383465818223842,-0.0545,-0.0173,0.0717,0.0051,0.03873465818223842
2000-10,0.044334420080037296,-0.0276,-0.0393,0.0564,0.005600000000000001,0.038734420080037295
2000-11,-0.12918630903302353,-0.1072,-0.0339,0.1234,0.0051,-0.13428630903302352
2000-12,0.030241493120858554,0.011899999999999999,0.0073,0.076,0.005,0.025241493120858553
2001-01,0.21565714594371577,0.0313,0.0668,-0.051100000000000007,0.0054,0.21025714594371578
2001-02,-0.01347967631665492,-0.1005,-0.0074,0.12480000000000001,0.0038,-0.017279676316654922
2001-03,0.01114701659157391,-0.0726,0.0027,0.0643,0.0042,0.006947016591573911
2001-04,0.059094371541521085,0.0794,0.005600000000000001,-0.046900000000000004,0.0039000000000000003,0.055194371541521084
2001-05,-0.17401631849886967,0.0072,0.025,0.0336,0.0032,-0.17721631849886968
2001-06,0.008213952648755685,-0.0194,0.06269999999999999,-0.0113,0.0028000000000000004,0.005413952648755684
2001-07,0.03747437870887538,-0.0213,-0.04190000000000001,0.0521,0.003,0.034474378708875375
2001-08,-0.21056810637422985,-0.0646,0.0248,0.023,0.0031,-0.21366810637422984
2001-09,-0.126824399886315,-0.0925,-0.0625,0.0146,0.0028000000000000004,-0.129624399886315
2001-10,-0.06620078435688737,0.0246,0.07490000000000001,-0.0766,0.0022,-0.06840078435688736
2001-11,0.16882220522848468,0.0754,-0.004699999999999999,0.0222,0.0017000000000000001,0.16712220522848467
2001-12,-0.16202901321528862,0.016,0.0473,0.0085,0.0015,-0.16352901321528862
2002-01,-0.020009890047154255,-0.0144,0.011899999999999999,0.0344,0.0014000000000000002,-0.021409890047154254
2002-02,-0.02745047623657748,-0.0229,-0.01,0.0216,0.0013,-0.02875047623657748
2002-03,0.10819833589252958,0.0424,0.0421,0.0106,0.0013,0.10689833589252959
2002-04,-0.029714870889929745,-0.052000000000000005,0.0596,0.0388,0.0015,-0.031214870889929747
2002-05,0.110063351190828,-0.0138,-0.0321,0.015300000000000001,0.0014000000000000002,0.108663351190828
2002-06,-0.09348459185237312,-0.0721,0.042800000000000005,-0.0003,0.0013,-0.09478459185237312
2002-07,-0.15169851184505234,-0.0818,-0.0526,-0.0387,0.0015,-0.15319851184505234
2002-08,-0.12620646454787388,0.005,-0.0287,0.0331,0.0014000000000000002,-0.1276064645478739
2002-09,-0.16737454758417147,-0.1035,0.024300000000000002,0.0144,0.0014000000000000002,-0.16877454758417149
2002-10,-0.126270822435538,0.0784,-0.0341,-0.0395,0.0014000000000000002,-0.127670822435538
2002-11,0.3451534196452224,0.0596,0.0323,-0.0127,0.0012,0.3439534196452224
2002-12,-0.18277689030079936,-0.0576,0.0011,0.0213,0.0011,-0.18387689030079934
2003-01,-0.010085940191981502,-0.025699999999999997,0.013000000000000001,-0.0073,0.001,-0.011085940191981503
2003-02,-0.08671773998082188,-0.018799999999999997,-0.0046,-0.0138,0.0009,-0.08761773998082188
2003-03,-0.09615413376162707,0.0109,0.0104,-0.019299999999999998,0.001,-0.09715413376162707
2003-04,0.3830829910184679,0.08220000000000001,0.0067,0.011699999999999999,0.001,0.3820829910184679
2003-05,0.02427173716611919,0.0605,0.0471,0.0053,0.0009,0.023371737166119188
2003-06,0.04170604464942684,0.014199999999999999,0.0174,0.0019,0.001,0.04070604464942684
2003-07,0.01574870379412263,0.0235,0.051100000000000007,-0.011899999999999999,0.0007000000000000001,0.015048703794122632
2003-08,0.045207460542597167,0.023399999999999997,0.0262,0.0154,0.0007000000000000001,0.04450746054259717
2003-09,-0.0683388657049614,-0.0124,0.008,0.001,0.0008,-0.06913886570496139
2003-10,0.13543359710433034,0.0608,0.0263,0.0192,0.0007000000000000001,0.13473359710433033
2003-11,0.08821083636927374,0.013500000000000002,0.02,0.0181,0.0007000000000000001,0.08751083636927373
2003-12,0.21666670465605553,0.0429,-0.0271,0.016,0.0008,0.21586670465605554
2004-01,-0.08892926380188815,0.0215,0.0254,0.0246,0.0007000000000000001,-0.08962926380188815
2004-02,-0.05433321283322101,0.013999999999999999,-0.0152,0.0087,0.0006,-0.054933212833221015
2004-03,-0.013090583712414672,-0.0132,0.0175,0.0023,0.0009,-0.013990583712414672
2004-04,0.1390137152364086,-0.0183,-0.0174,-0.0302,0.0008,0.1382137152364086
2004-05,-0.03320294535049928,0.011699999999999999,-0.0025,-0.0023,0.0006,-0.03380294535049928
2004-06,0.05387204073529284,0.018600000000000002,0.022799999999999997,0.0123,0.0008,0.053072040735292834
2004-07,-0.05306098620228128,-0.0406,-0.038,0.0322,0.001,-0.05406098620228128
2004-08,-0.04144029700301355,0.0008,-0.0149,0.01,0.0011,-0.042540297003013545
2004-09,-0.004252246704769869,0.016,0.0302,-0.0002,0.0011,-0.005352246704769869
2004-10,-0.06548581796855557,0.0143,0.0015,-0.0025,0.0011,-0.06658581796855557
2004-11,0.08825757648127963,0.0454,0.0373,0.014499999999999999,0.0015,0.08675757648127963
2004-12,0.03244012371203864,0.034300000000000004,-0.0003,-0.0021,0.0016,0.030840123712038637
2005-01,-0.09355879124407562,-0.0276,-0.0172,0.0207,0.0016,-0.09515879124407563
2005-02,-0.03948323109785845,0.0189,-0.005699999999999999,0.0154,0.0016,-0.04108323109785845
2005-03,-0.10434789052414117,-0.0197,-0.013999999999999999,0.020499999999999997,0.0021,-0.10644789052414118
2005-04,-0.18733114059152978,-0.026099999999999998,-0.0393,0.0005,0.0021,-0.18943114059152977
2005-05,0.09549903385104352,0.0365,0.0288,-0.0059,0.0024,0.09309903385104353
2005-06,0.026052473941870602,0.005699999999999999,0.0259,0.0281,0.0023,0.023752473941870602
2005-07,0.058539093126060315,0.0392,0.028999999999999998,-0.0078000000000000005,0.0024,0.056139093126060316
2005-08,-0.07169451742657684,-0.012199999999999999,-0.0098,0.0134,0.003,-0.07469451742657685
2005-09,-0.011032779449587693,0.0049,-0.0067,0.0069,0.0029,-0.013932779449587693
2005-10,-0.14569136902523483,-0.0202,-0.0123,0.0040999999999999995,0.0027,-0.14839136902523484
2005-11,-0.022836569667005313,0.0361,0.009899999999999999,-0.012,0.0031,-0.02593656966700531
2005-12,-0.05043077980539368,-0.0025,-0.0040999999999999995,0.0022,0.0032,-0.05363077980539368
2006-01,0.12444393850129343,0.0304,0.0542,0.0109,0.0034999999999999996,0.12094393850129342
2006-02,-0.07109580850020625,-0.003,-0.004,-0.0037,0.0034000000000000002,-0.07449580850020625
2006-03,-0.001254879882402471,0.0146,0.0345,0.0055000000000000005,0.0037,-0.004954879882402471
2006-04,-0.11458690090933865,0.0073,-0.0143,0.023399999999999997,0.0036,-0.11818690090933866
2006-05,0.03021603675886153,-0.035699999999999996,-0.0298,0.0239,0.0043,0.025916036758861533
